Date,Open,High,Low,Close
26-06-2008,34.98523799628066,35.03429828336031,34.57876024419897,34.7469596862793
27-06-2008,36.0575026686064,36.0575026686064,34.52269182887282,34.69089126586914
30-06-2008,36.246726580928346,36.246726580928346,34.59277656477879,34.71892547607422
01-07-2008,34.43157957489469,34.76096595252673,33.45743193489402,34.410552978515625
02-07-2008,34.718921981197546,34.824044281068986,33.90596389770508,33.90596389770508
03-07-2008,34.179286581571766,34.207320265034994,33.68170073057591,33.9970703125
07-07-2008,34.186291566852766,34.20030840772382,33.49948240480555,33.92698669433594
08-07-2008,33.72374050201609,34.03210559934792,33.057955383204316,33.990055084228516
09-07-2008,34.61380124124743,34.61380124124743,33.569571831574436,33.59760284423828
10-07-2008,33.8568989727696,33.8568989727696,33.359310569866764,33.541526794433594
11-07-2008,33.8148695653775,33.8148695653775,33.071992711969074,33.39437484741211
14-07-2008,34.200310794079044,34.200310794079044,33.13505487450146,33.282230377197266
15-07-2008,32.98787543367917,33.247180272318275,32.47627283920151,32.7706184387207
16-07-2008,32.83369981360039,33.44342041015625,32.65148621446919,33.44342041015625
17-07-2008,33.85690143459847,34.004074237377104,33.52751239400357,33.87091827392578
18-07-2008,33.976049852413084,34.02510746675834,33.40137264999193,33.83588409423828
21-07-2008,34.26337734527006,34.26337734527006,33.83587312448363,33.94099807739258
22-07-2008,33.84990602089658,34.1302375793457,33.62564184351324,34.1302375793457
23-07-2008,34.61379210713314,34.66985946454431,34.29841990529217,34.39653778076172
24-07-2008,34.32645371303897,34.32645371303897,33.62562778339725,33.639644622802734
25-07-2008,33.639658039801034,33.78683090209961,33.58359065981692,33.78683090209961
28-07-2008,33.99006908188581,33.99006908188581,32.58841674861216,33.2471923828125
29-07-2008,33.31727083001411,33.5695686340332,33.247186621431474,33.5695686340332
30-07-2008,33.95503102367497,34.14425442461214,33.84990602089658,34.1302375793457
31-07-2008,34.228352162435144,34.228352162435144,33.7798238163215,33.78683090209961
01-08-2008,33.77279351380424,35.055305979696676,33.464431131781595,33.590579986572266
04-08-2008,34.039112892828776,34.039112892828776,33.100006103515625,33.100006103515625
05-08-2008,34.123222611303305,34.14424921271333,33.198132352446095,33.9129753112793
06-08-2008,34.02510168134514,34.291416309250856,33.800837575773706,34.13723373413086
07-08-2008,34.06013212126486,34.06013212126486,33.35930633544922,33.35930633544922
08-08-2008,33.39437207736013,33.82187384667306,32.98789156672948,33.80084991455078
11-08-2008,33.95501268676265,34.088168634725115,33.62562368448268,34.00407028198242
12-08-2008,34.032099887864966,34.032099887864966,33.41537247014299,33.53451156616211
13-08-2008,33.42940056470879,33.42940056470879,32.868740302247396,33.1630859375
14-08-2008,32.742600891585056,33.31026840209961,32.742600891585056,33.31026840209961
15-08-2008,33.359318997208405,33.38735268090658,32.33611360317809,33.282230377197266
18-08-2008,33.60459746128332,33.60459746128332,32.72155546097728,32.72856521606445
19-08-2008,32.74960142149056,32.74960142149056,32.39218130765672,32.448246002197266
20-08-2008,32.79864508451807,32.79864508451807,32.49028271207437,32.74258041381836
21-08-2008,32.37816069686913,33.064969834042124,32.37816069686913,32.99488830566406
22-08-2008,33.254191901914545,33.39435762676976,33.05095173454643,33.17009353637695
25-08-2008,32.378176803920624,33.04396234847385,32.378176803920624,32.56039047241211
26-08-2008,32.406185991449085,32.72856521606445,32.37114256288974,32.72856521606445
27-08-2008,32.70053691696052,32.9738585946394,32.60242171712079,32.7706184387207
28-08-2008,33.40837584067677,33.46444320678711,33.20513832212471,33.46444320678711
29-08-2008,33.73075595705161,33.73075595705161,33.14206201310739,33.1630859375
02-09-2008,33.16308915353527,33.42239404880029,32.237998962402344,32.237998962402344
03-09-2008,32.518327590769196,32.83369715319528,32.350128173828125,32.350128173828125
04-09-2008,32.55338471220553,32.55338471220553,31.158739089965824,31.15873908996582
05-09-2008,31.537180993013152,31.537180993013152,30.61209056442663,30.955493927001953
08-09-2008,32.72856753713508,32.72856753713508,31.502122306850644,31.83150863647461
09-09-2008,32.09082611703282,32.09082611703282,30.934462041882437,31.039587020874023
10-09-2008,31.5021269036856,31.53716766640495,30.97650744257885,31.291879653930664
11-09-2008,30.689167024241474,31.270851135253906,30.570025230193018,31.270851135253906
12-09-2008,31.502122485455605,31.7053626235374,31.10965904710163,31.621261596679688
15-09-2008,31.116677449840722,31.432047031161648,30.21261121067478,30.324743270874023
16-09-2008,29.960310771207926,30.836343249898217,29.434691283993754,30.829336166381836
17-09-2008,30.408852629581325,30.76627553853633,29.14035874174066,29.1613826751709
18-09-2008,28.740878601322844,30.696184158325195,25.124615854015047,30.696184158325195
19-09-2008,32.52532958984375,32.52532958984375,31.5581891088621,32.52532958984375
22-09-2008,32.51833487304354,32.92481265540078,31.144713568488285,31.34795379638672
23-09-2008,31.796473628949606,32.37816046947019,30.836342795030863,31.551185607910156
24-09-2008,32.93882262164554,32.93882262164554,30.380806603993182,30.556013107299805
25-09-2008,31.43204446759452,31.78245746131771,30.745235320709742,31.425037384033203
26-09-2008,30.661142455052175,31.922628924229286,30.661142455052175,31.726398468017578
